Date et heure ; nombre de personnes dans la pièce ; window open ; cooking ; door open ; p
02/12/2023 14:10:00;0;0;0;1;0
02/12/2023 14:15:00;0;0;0;1;0
02/12/2023 14:20:00;0;0;0;1;0
02/12/2023 14:25:00;0;0;0;1;0
02/12/2023 14:30:00;0;0;0;1;0
02/12/2023 14:35:00;0;0;0;1;0
02/12/2023 14:40:00;0;0;0;1;0
02/12/2023 14:45:00;0;0;0;1;0
02/12/2023 14:50:00;0;0;0;1;0
02/12/2023 14:55:00;0;0;0;1;0
02/12/2023 15:00:00;0;0;0;1;0
02/12/2023 15:05:00;0;0;0;1;0
02/12/2023 15:10:00;0;0;0;1;0
02/12/2023 15:15:00;0;0;0;1;0
02/12/2023 15:20:00;0;0;0;1;0
02/12/2023 15:25:00;0;0;0;1;0
02/12/2023 15:30:00;0;0;0;1;0
02/12/2023 15:35:00;0;0;0;1;0
02/12/2023 15:40:00;0;0;0;1;0
02/12/2023 15:45:00;0;0;0;1;0
02/12/2023 15:50:00;0;0;0;1;0
02/12/2023 15:55:00;0;0;0;1;0
02/12/2023 16:00:00;0;0;0;1;0
02/12/2023 16:05:00;0;0;0;1;0
02/12/2023 16:10:00;0;0;0;1;0
02/12/2023 16:15:00;0;0;0;1;0
02/12/2023 16:20:00;0;0;0;1;0
02/12/2023 16:25:00;0;0;0;1;0
02/12/2023 16:30:00;0;0;0;1;0
02/12/2023 16:35:00;0;0;0;1;0
02/12/2023 16:40:00;0;0;0;1;0
02/12/2023 16:45:00;0;0;0;1;0
02/12/2023 16:50:00;0;0;0;1;0
02/12/2023 16:55:00;0;0;0;1;0
02/12/2023 17:00:00;0;0;0;1;0
02/12/2023 17:05:00;0;0;0;1;0
02/12/2023 17:10:00;0;0;0;1;0
02/12/2023 17:15:00;0;0;0;1;0
02/12/2023 17:20:00;0;0;0;1;0
02/12/2023 17:25:00;0;0;0;1;0
02/12/2023 17:30:00;0;0;0;1;0
02/12/2023 17:35:00;0;0;0;1;0
02/12/2023 17:40:00;0;0;0;1;0
02/12/2023 17:45:00;0;0;0;1;0
02/12/2023 17:50:00;0;0;0;1;0
02/12/2023 17:55:00;0;0;0;1;0
02/12/2023 18:00:00;0;0;0;1;0
02/12/2023 18:05:00;0;0;0;1;0
02/12/2023 18:10:00;0;0;0;1;0
02/12/2023 18:15:00;0;0;0;1;0
02/12/2023 18:20:00;0;0;0;1;0
02/12/2023 18:25:00;0;0;0;1;0
02/12/2023 18:30:00;0;0;0;1;0
02/12/2023 18:35:00;0;0;0;1;0
02/12/2023 18:40:00;0;0;0;1;0
02/12/2023 18:45:00;0;0;0;1;0
02/12/2023 18:50:00;0;0;0;1;0
02/12/2023 18:55:00;0;0;0;1;0
02/12/2023 19:00:00;0;0;0;1;0
02/12/2023 19:05:00;0;0;0;1;0
02/12/2023 19:10:00;0;0;0;1;0
02/12/2023 19:15:00;0;0;0;1;0
02/12/2023 19:20:00;0;0;0;1;0
02/12/2023 19:25:00;0;0;0;1;0
02/12/2023 19:30:00;0;0;0;1;0
02/12/2023 19:35:00;0;0;0;1;0
02/12/2023 19:40:00;0;0;0;1;0
02/12/2023 19:45:00;0;0;0;1;0
02/12/2023 19:50:00;0;0;0;1;0
02/12/2023 19:55:00;0;0;0;1;0
02/12/2023 20:00:00;0;0;0;1;0
02/12/2023 20:05:00;0;0;0;1;0
02/12/2023 20:10:00;0;0;0;1;0
02/12/2023 20:15:00;0;0;0;1;0
02/12/2023 20:20:00;0;0;0;1;0
02/12/2023 20:25:00;0;0;0;1;0
02/12/2023 20:30:00;0;0;0;1;0
02/12/2023 20:35:00;0;0;0;1;0
02/12/2023 20:40:00;0;0;0;1;0
02/12/2023 20:45:00;0;0;0;1;0
02/12/2023 20:50:00;0;0;0;1;0
02/12/2023 20:55:00;0;0;0;1;0
02/12/2023 21:00:00;0;0;0;1;0
02/12/2023 21:05:00;0;0;0;1;0
02/12/2023 21:10:00;0;0;0;1;0
02/12/2023 21:15:00;0;0;0;1;0
02/12/2023 21:20:00;0;0;0;1;0
02/12/2023 21:25:00;0;0;0;1;0
02/12/2023 21:30:00;0;0;0;1;0
02/12/2023 21:35:00;0;0;0;1;0
02/12/2023 21:40:00;0;0;0;1;0
02/12/2023 21:45:00;0;0;0;1;0
02/12/2023 21:50:00;0;0;0;1;0
02/12/2023 21:55:00;0;0;0;1;0
02/12/2023 22:00:00;0;0;0;1;0
02/12/2023 22:05:00;0;0;0;1;0
02/12/2023 22:10:00;0;0;0;1;0
02/12/2023 22:15:00;0;0;0;1;0
02/12/2023 22:20:00;0;0;0;1;0
02/12/2023 22:25:00;0;0;0;1;0
02/12/2023 22:30:00;0;0;0;1;0
02/12/2023 22:35:00;0;0;0;1;0
02/12/2023 22:40:00;0;0;0;1;0
02/12/2023 22:45:00;0;0;0;1;0
02/12/2023 22:50:00;0;0;0;1;0
02/12/2023 22:55:00;0;0;0;1;0
02/12/2023 23:00:00;0;0;0;1;0
02/12/2023 23:05:00;0;0;0;1;0
02/12/2023 23:10:00;0;0;0;1;0
02/12/2023 23:15:00;0;0;0;1;0
02/12/2023 23:20:00;0;0;0;1;0
02/12/2023 23:25:00;0;0;0;1;0
02/12/2023 23:30:00;0;0;0;1;0
02/12/2023 23:35:00;0;0;0;1;0
02/12/2023 23:40:00;0;0;0;1;0
02/12/2023 23:45:00;0;0;0;1;0
02/12/2023 23:50:00;0;0;0;1;0
02/12/2023 23:55:00;0;0;0;1;0
03/12/2023 00:00:00;0;0;0;1;0
03/12/2023 00:05:00;0;0;0;1;0
03/12/2023 00:10:00;0;0;0;1;0
03/12/2023 00:15:00;0;0;0;1;0
03/12/2023 00:20:00;0;0;0;1;0
03/12/2023 00:25:00;0;0;0;1;0
03/12/2023 00:30:00;0;0;0;1;0
03/12/2023 00:35:00;0;0;0;1;0
03/12/2023 00:40:00;0;0;0;1;0
03/12/2023 00:45:00;0;0;0;1;0
03/12/2023 00:50:00;0;0;0;1;0
03/12/2023 00:55:00;0;0;0;1;0
03/12/2023 01:00:00;0;0;0;1;0
03/12/2023 01:05:00;0;0;0;1;0
03/12/2023 01:10:00;0;0;0;1;0
03/12/2023 01:15:00;0;0;0;1;0
03/12/2023 01:20:00;0;0;0;1;0
03/12/2023 01:25:00;0;0;0;1;0
03/12/2023 01:30:00;0;0;0;1;0
03/12/2023 01:35:00;0;0;0;1;0
03/12/2023 01:40:00;0;0;0;1;0
03/12/2023 01:45:00;0;0;0;1;0
03/12/2023 01:50:00;0;0;0;1;0
03/12/2023 01:55:00;0;0;0;1;0
03/12/2023 02:00:00;0;0;0;1;0
03/12/2023 02:05:00;0;0;0;1;0
03/12/2023 02:10:00;0;0;0;1;0
03/12/2023 02:15:00;0;0;0;1;0
03/12/2023 02:20:00;0;0;0;1;0
